date,category,amount,description,payment_method,note,date_obj,month,day,weekday
2024-10-23,Transport,423,Auto,Card,,2024-10-23,2024-10,23,Wednesday
2024-10-23,Entertainment,362,Movie,Card,,2024-10-23,2024-10,23,Wednesday
2024-10-24,Transport,397,Auto - Purchase,Cash,,2024-10-24,2024-10,24,Thursday
2024-10-25,Food & Dining,66,Snacks,UPI,Planned expense,2024-10-25,2024-10,25,Friday
2024-10-25,Transport,190,Uber,UPI,,2024-10-25,2024-10,25,Friday
2024-10-26,Bills & Utilities,4622,Gas Bill - Bill,Cash,,2024-10-26,2024-10,26,Saturday
2024-10-26,Food & Dining,598,Dinner - Purchase,UPI,Weekly expense,2024-10-26,2024-10,26,Saturday
2024-10-27,Groceries,3420,Weekly shopping,Card,,2024-10-27,2024-10,27,Sunday
2024-10-27,Food & Dining,545,Cafe,Cash,Urgent purchase,2024-10-27,2024-10,27,Sunday
2024-10-28,Bills & Utilities,1821,Gas Bill,UPI,,2024-10-28,2024-10,28,Monday
2024-10-28,Entertainment,1000,Movie,Card,Planned expense,2024-10-28,2024-10,28,Monday
2024-10-30,Groceries,1326,Weekly shopping - Bill,Card,,2024-10-30,2024-10,30,Wednesday
2024-10-30,Healthcare,1697,Pharmacy - Payment,UPI,,2024-10-30,2024-10,30,Wednesday
2024-10-31,Bills & Utilities,2455,Mobile Recharge - Expense,Card,,2024-10-31,2024-10,31,Thursday
2024-10-31,Transport,198,Ola - Bill,Card,,2024-10-31,2024-10,31,Thursday
2024-11-01,Food & Dining,730,Restaurant,UPI,,2024-11-01,2024-11,1,Friday
2024-11-01,Food & Dining,418,Takeout,Card,,2024-11-01,2024-11,1,Friday
2024-11-01,Transport,264,Ola,UPI,,2024-11-01,2024-11,1,Friday
2024-11-01,Transport,411,Fuel - Bill,Cash,,2024-11-01,2024-11,1,Friday
2024-11-01,Shopping,2630,Amazon,Cash,,2024-11-01,2024-11,1,Friday
2024-11-02,Food & Dining,690,Cafe,UPI,,2024-11-02,2024-11,2,Saturday
2024-11-03,Entertainment,402,Movie,Card,Weekly expense,2024-11-03,2024-11,3,Sunday
2024-11-03,Bills & Utilities,6454,Water - Expense,UPI,,2024-11-03,2024-11,3,Sunday
2024-11-03,Food & Dining,149,Snacks,Card,,2024-11-03,2024-11,3,Sunday
2024-11-04,Food & Dining,331,Takeout,Cash,,2024-11-04,2024-11,4,Monday
2024-11-04,Bills & Utilities,1584,Water,UPI,,2024-11-04,2024-11,4,Monday
2024-11-05,Transport,69,Taxi,Card,Urgent purchase,2024-11-05,2024-11,5,Tuesday
2024-11-05,Groceries,2399,Vegetables,Card,,2024-11-05,2024-11,5,Tuesday
2024-11-05,Food & Dining,615,Takeout - Purchase,UPI,Weekly expense,2024-11-05,2024-11,5,Tuesday
2024-11-06,Food & Dining,160,Coffee,UPI,,2024-11-06,2024-11,6,Wednesday
2024-11-06,Shopping,9802,Shoes,UPI,,2024-11-06,2024-11,6,Wednesday
2024-11-07,Groceries,2263,Fruits,Card,,2024-11-07,2024-11,7,Thursday
2024-11-08,Transport,264,Metro,Card,,2024-11-08,2024-11,8,Friday
2024-11-08,Groceries,1289,Supermarket,Cash,Planned expense,2024-11-08,2024-11,8,Friday
2024-11-09,Food & Dining,719,Cafe,UPI,,2024-11-09,2024-11,9,Saturday
2024-11-09,Groceries,458,Fruits,Card,,2024-11-09,2024-11,9,Saturday
2024-11-09,Shopping,11343,Shoes,Card,,2024-11-09,2024-11,9,Saturday
2024-11-09,Groceries,498,Weekly shopping,UPI,,2024-11-09,2024-11,9,Saturday
2024-11-10,Groceries,2017,Supermarket,UPI,,2024-11-10,2024-11,10,Sunday
2024-11-10,Groceries,2154,Groceries,Card,Planned expense,2024-11-10,2024-11,10,Sunday
2024-11-10,Shopping,6043,Flipkart - Payment,Card,,2024-11-10,2024-11,10,Sunday
2024-11-11,Transport,233,Fuel,Card,,2024-11-11,2024-11,11,Monday
2024-11-13,Food & Dining,133,Coffee,Card,,2024-11-13,2024-11,13,Wednesday
2024-11-13,Healthcare,1809,Health Checkup - Expense,Card,,2024-11-13,2024-11,13,Wednesday
2024-11-13,Entertainment,1900,OTT Subscription,Cash,,2024-11-13,2024-11,13,Wednesday
2024-11-14,Bills & Utilities,4370,Mobile Recharge,UPI,,2024-11-14,2024-11,14,Thursday
2024-11-15,Food & Dining,686,Restaurant - Bill,Card,,2024-11-15,2024-11,15,Friday
2024-11-15,Food & Dining,67,Cafe - Purchase,Card,,2024-11-15,2024-11,15,Friday
2024-11-16,Transport,736,Uber - Bill,UPI,,2024-11-16,2024-11,16,Saturday
2024-11-16,Healthcare,2785,Doctor,Card,,2024-11-16,2024-11,16,Saturday
2024-11-16,Shopping,982,Amazon,Card,Planned expense,2024-11-16,2024-11,16,Saturday
2024-11-16,Groceries,3513,Vegetables - Bill,UPI,,2024-11-16,2024-11,16,Saturday
2024-11-17,Shopping,3529,Shoes,UPI,,2024-11-17,2024-11,17,Sunday
2024-11-18,Healthcare,198,Pharmacy,UPI,Planned expense,2024-11-18,2024-11,18,Monday
2024-11-18,Bills & Utilities,1693,Internet - Expense,UPI,Weekly expense,2024-11-18,2024-11,18,Monday
2024-11-18,Transport,380,Auto,UPI,,2024-11-18,2024-11,18,Monday
2024-11-19,Groceries,805,Supermarket,UPI,Planned expense,2024-11-19,2024-11,19,Tuesday
2024-11-19,Food & Dining,459,Dinner,UPI,,2024-11-19,2024-11,19,Tuesday
2024-11-19,Bills & Utilities,953,Internet - Bill,UPI,Planned expense,2024-11-19,2024-11,19,Tuesday
2024-11-20,Transport,137,Auto,UPI,,2024-11-20,2024-11,20,Wednesday
2024-11-20,Food & Dining,84,Takeout - Payment,Cash,,2024-11-20,2024-11,20,Wednesday
2024-11-21,Food & Dining,134,Lunch,Card,Monthly expense,2024-11-21,2024-11,21,Thursday
2024-11-21,Shopping,4333,Flipkart,Card,Planned expense,2024-11-21,2024-11,21,Thursday
2024-11-22,Transport,159,Taxi,UPI,,2024-11-22,2024-11,22,Friday
2024-11-22,Food & Dining,505,Lunch,Cash,Weekly expense,2024-11-22,2024-11,22,Friday
2024-11-22,Transport,112,Auto,UPI,,2024-11-22,2024-11,22,Friday
2024-11-24,Shopping,2457,Accessories,Card,,2024-11-24,2024-11,24,Sunday
2024-11-25,Shopping,3852,Flipkart,Cash,,2024-11-25,2024-11,25,Monday
2024-11-25,Groceries,1378,Fruits - Expense,Card,,2024-11-25,2024-11,25,Monday
2024-11-25,Food & Dining,52,Snacks,Cash,,2024-11-25,2024-11,25,Monday
2024-11-25,Shopping,2898,Clothes,Cash,,2024-11-25,2024-11,25,Monday
2024-11-25,Transport,116,Ola,Cash,,2024-11-25,2024-11,25,Monday
2024-11-26,Food & Dining,87,Dinner,Card,,2024-11-26,2024-11,26,Tuesday
2024-11-26,Entertainment,1828,Game - Bill,Net Banking,,2024-11-26,2024-11,26,Tuesday
2024-11-26,Shopping,6856,Flipkart,UPI,,2024-11-26,2024-11,26,Tuesday
2024-11-27,Shopping,3032,Accessories,Cash,,2024-11-27,2024-11,27,Wednesday
2024-11-27,Shopping,5361,Flipkart,UPI,,2024-11-27,2024-11,27,Wednesday
2024-11-27,Other,958,Gift,UPI,Planned expense,2024-11-27,2024-11,27,Wednesday
2024-11-28,Bills & Utilities,1425,Electricity - Expense,Card,Weekly expense,2024-11-28,2024-11,28,Thursday
2024-11-28,Entertainment,131,Game,Cash,,2024-11-28,2024-11,28,Thursday
2024-11-28,Shopping,2757,Amazon,Card,,2024-11-28,2024-11,28,Thursday
2024-11-28,Transport,294,Auto - Expense,Cash,,2024-11-28,2024-11,28,Thursday
2024-11-29,Food & Dining,159,Restaurant,UPI,,2024-11-29,2024-11,29,Friday
2024-11-29,Food & Dining,320,Takeout - Bill,UPI,,2024-11-29,2024-11,29,Friday
2024-11-29,Food & Dining,446,Restaurant,Cash,,2024-11-29,2024-11,29,Friday
2024-11-29,Food & Dining,217,Cafe,UPI,,2024-11-29,2024-11,29,Friday
2024-11-30,Food & Dining,1062,Cafe,UPI,,2024-11-30,2024-11,30,Saturday
2024-11-30,Food & Dining,855,Takeout - Bill,Card,,2024-11-30,2024-11,30,Saturday
2024-12-01,Entertainment,1594,OTT Subscription - Bill,UPI,,2024-12-01,2024-12,1,Sunday
2024-12-01,Food & Dining,794,Cafe,UPI,Planned expense,2024-12-01,2024-12,1,Sunday
2024-12-02,Groceries,339,Groceries,UPI,,2024-12-02,2024-12,2,Monday
2024-12-02,Transport,362,Ola - Purchase,Cash,,2024-12-02,2024-12,2,Monday
2024-12-02,Food & Dining,236,Restaurant,Card,,2024-12-02,2024-12,2,Monday
2024-12-04,Groceries,1727,Vegetables,Card,,2024-12-04,2024-12,4,Wednesday
2024-12-05,Other,917,Donation - Expense,UPI,,2024-12-05,2024-12,5,Thursday
2024-12-06,Healthcare,1179,Health Checkup - Bill,Card,Urgent purchase,2024-12-06,2024-12,6,Friday
2024-12-06,Transport,73,Taxi,Cash,,2024-12-06,2024-12,6,Friday
2024-12-07,Groceries,1935,Groceries,Card,Urgent purchase,2024-12-07,2024-12,7,Saturday
2024-12-07,Other,1280,Gift - Purchase,UPI,Planned expense,2024-12-07,2024-12,7,Saturday
2024-12-09,Food & Dining,238,Cafe - Payment,Card,Monthly expense,2024-12-09,2024-12,9,Monday
2024-12-09,Healthcare,1147,Health Checkup,Cash,,2024-12-09,2024-12,9,Monday
2024-12-10,Food & Dining,399,Coffee,Card,Weekly expense,2024-12-10,2024-12,10,Tuesday
2024-12-10,Food & Dining,121,Takeout,UPI,,2024-12-10,2024-12,10,Tuesday
2024-12-10,Food & Dining,150,Takeout - Purchase,Card,,2024-12-10,2024-12,10,Tuesday
2024-12-10,Food & Dining,411,Coffee - Bill,Card,,2024-12-10,2024-12,10,Tuesday
2024-12-11,Food & Dining,778,Takeout,Card,,2024-12-11,2024-12,11,Wednesday
2024-12-11,Shopping,3203,Accessories,UPI,Planned expense,2024-12-11,2024-12,11,Wednesday
2024-12-12,Food & Dining,156,Takeout,UPI,,2024-12-12,2024-12,12,Thursday
2024-12-12,Shopping,6077,Clothes,Card,,2024-12-12,2024-12,12,Thursday
2024-12-12,Entertainment,1113,Movie,Net Banking,,2024-12-12,2024-12,12,Thursday
2024-12-12,Food & Dining,629,Takeout - Bill,UPI,Planned expense,2024-12-12,2024-12,12,Thursday
2024-12-12,Transport,154,Taxi,Card,,2024-12-12,2024-12,12,Thursday
2024-12-13,Other,442,Misc,Cash,,2024-12-13,2024-12,13,Friday
2024-12-13,Entertainment,250,Concert,Card,,2024-12-13,2024-12,13,Friday
2024-12-15,Other,1108,Repair - Expense,Card,,2024-12-15,2024-12,15,Sunday
2024-12-15,Shopping,780,Electronics - Expense,Card,,2024-12-15,2024-12,15,Sunday
2024-12-16,Transport,62,Metro,UPI,Planned expense,2024-12-16,2024-12,16,Monday
2024-12-17,Bills & Utilities,4360,Mobile Recharge,Card,,2024-12-17,2024-12,17,Tuesday
2024-12-17,Other,268,Misc,Card,Weekly expense,2024-12-17,2024-12,17,Tuesday
2024-12-18,Groceries,1224,Weekly shopping,Card,,2024-12-18,2024-12,18,Wednesday
2024-12-18,Transport,222,Uber,UPI,,2024-12-18,2024-12,18,Wednesday
2024-12-19,Food & Dining,134,Coffee,Card,,2024-12-19,2024-12,19,Thursday
2024-12-19,Entertainment,851,Game,UPI,,2024-12-19,2024-12,19,Thursday
2024-12-19,Other,490,Gift - Purchase,UPI,,2024-12-19,2024-12,19,Thursday
2024-12-19,Healthcare,384,Medicine,Cash,,2024-12-19,2024-12,19,Thursday
2024-12-20,Food & Dining,185,Takeout - Expense,UPI,,2024-12-20,2024-12,20,Friday
2024-12-22,Entertainment,2900,Netflix,Card,,2024-12-22,2024-12,22,Sunday
2024-12-22,Transport,443,Taxi,UPI,,2024-12-22,2024-12,22,Sunday
2024-12-23,Transport,409,Auto,Cash,,2024-12-23,2024-12,23,Monday
2024-12-23,Food & Dining,566,Snacks,Card,Urgent purchase,2024-12-23,2024-12,23,Monday
2024-12-23,Food & Dining,429,Cafe,UPI,,2024-12-23,2024-12,23,Monday
2024-12-24,Entertainment,1542,Movie,UPI,,2024-12-24,2024-12,24,Tuesday
2024-12-24,Education,1867,School Fee,UPI,Monthly expense,2024-12-24,2024-12,24,Tuesday
2024-12-25,Transport,249,Auto,UPI,,2024-12-25,2024-12,25,Wednesday
2024-12-25,Entertainment,1217,Netflix,Card,,2024-12-25,2024-12,25,Wednesday
2024-12-26,Food & Dining,164,Dinner,Card,,2024-12-26,2024-12,26,Thursday
2024-12-26,Healthcare,721,Health Checkup,Cash,,2024-12-26,2024-12,26,Thursday
2024-12-27,Transport,223,Metro,Card,,2024-12-27,2024-12,27,Friday
2024-12-28,Education,4628,Course,Card,Urgent purchase,2024-12-28,2024-12,28,Saturday
2024-12-28,Transport,471,Ola,Card,,2024-12-28,2024-12,28,Saturday
2024-12-29,Food & Dining,209,Takeout,Cash,Monthly expense,2024-12-29,2024-12,29,Sunday
2024-12-30,Other,574,Misc - Purchase,Cash,,2024-12-30,2024-12,30,Monday
2024-12-30,Healthcare,1698,Health Checkup,Cash,,2024-12-30,2024-12,30,Monday
2024-12-30,Entertainment,808,Movie,UPI,,2024-12-30,2024-12,30,Monday
2024-12-31,Bills & Utilities,2090,Internet,UPI,,2024-12-31,2024-12,31,Tuesday
2024-12-31,Shopping,9898,Electronics,UPI,,2024-12-31,2024-12,31,Tuesday
2024-01-05,Income,45000,Monthly Salary,Bank Transfer,Income,,2024-01,5,Friday
2024-02-05,Income,45000,Monthly Salary,Bank Transfer,Income,,2024-02,5,Monday
2024-03-05,Income,45000,Monthly Salary,Bank Transfer,Income,,2024-03,5,Tuesday
2024-04-05,Income,41451,Monthly Salary,Bank Transfer,Income,,2024-04,5,Friday
2024-05-05,Income,45000,Monthly Salary,Bank Transfer,Income,,2024-05,5,Sunday
2024-06-05,Income,45000,Monthly Salary,Bank Transfer,Income,,2024-06,5,Wednesday
2024-07-05,Income,45000,Monthly Salary,Bank Transfer,Income,,2024-07,5,Friday
2024-08-05,Income,50798,Monthly Salary,Bank Transfer,Income,,2024-08,5,Monday
2024-09-05,Income,45000,Monthly Salary,Bank Transfer,Income,,2024-09,5,Thursday
2024-10-05,Income,45000,Monthly Salary,Bank Transfer,Income,,2024-10,5,Saturday
2024-11-05,Income,45000,Monthly Salary,Bank Transfer,Income,,2024-11,5,Tuesday
2024-12-05,Income,45000,Monthly Salary,Bank Transfer,Income,,2024-12,5,Thursday
